regen10386s0yz7grheny3spfhc3av2uwk52j3tjj6fn	328308	25
	1	MAINNET
	13679.458341	2022-02-27 00:00:00
	13679.458333	2022-03-29 10:29:06
	13679.458333	2022-04-28 20:58:12
	13679.458333	2022-05-29 07:27:18
	13679.458333	2022-06-28 17:56:24
	13679.458333	2022-07-29 04:25:30
	13679.458333	2022-08-28 14:54:36
	13679.458333	2022-09-28 01:23:42
	13679.458333	2022-10-28 11:52:48
	13679.458333	2022-11-27 22:21:54
	13679.458333	2022-12-28 08:51:00
	13679.458333	2023-01-27 19:20:06
	13679.458333	2023-02-27 05:49:12
	13679.458333	2023-03-29 16:18:18
	13679.458333	2023-04-29 02:47:24
	13679.458333	2023-05-29 13:16:30
	13679.458333	2023-06-28 23:45:36
	13679.458333	2023-07-29 10:14:42
	13679.458333	2023-08-28 20:43:48
	13679.458333	2023-09-28 07:12:54
	13679.458333	2023-10-28 17:42:00
	13679.458333	2023-11-28 04:11:06
	13679.458333	2023-12-28 14:40:12
	13679.458333	2024-01-28 01:09:18
regen105r9gjzpdqmvqhtenyjzfnfzve0uy5f5r6gfhk	11271	2
	1	MAINNET
	11270	2022-02-22 00:00:00
regen10aet8pnh0d7zhr2pamuqfjj75pd6sp7npk374z	23915	25
	1	MAINNET
	996.416682	2022-02-25 00:00:00
	996.416666	2022-03-27 10:29:06
	996.416666	2022-04-26 20:58:12
	996.416666	2022-05-27 07:27:18
	996.416666	2022-06-26 17:56:24
	996.416666	2022-07-27 04:25:30
	996.416666	2022-08-26 14:54:36
	996.416666	2022-09-26 01:23:42
	996.416666	2022-10-26 11:52:48
	996.416666	2022-11-25 22:21:54
	996.416666	2022-12-26 08:51:00
	996.416666	2023-01-25 19:20:06
	996.416666	2023-02-25 05:49:12
	996.416666	2023-03-27 16:18:18
	996.416666	2023-04-27 02:47:24
	996.416666	2023-05-27 13:16:30
	996.416666	2023-06-26 23:45:36
	996.416666	2023-07-27 10:14:42
	996.416666	2023-08-26 20:43:48
	996.416666	2023-09-26 07:12:54
	996.416666	2023-10-26 17:42:00
	996.416666	2023-11-26 04:11:06
	996.416666	2023-12-26 14:40:12
	996.416666	2024-01-26 01:09:18
regen10cexzazvlq4dkvqn4f86r4s98zuv3r4fjn268c	686549	16
	612144.000005	MAINNET
	4960.333333	2021-04-24 22:21:54
	4960.333333	2021-05-25 08:51:00
	4960.333333	2021-06-24 19:20:06
	4960.333333	2021-07-25 05:49:12
	4960.333333	2021-08-24 16:18:18
	4960.333333	2021-09-24 02:47:24
	4960.333333	2021-10-24 13:16:30
	4960.333333	2021-11-23 23:45:36
	4960.333333	2021-12-24 10:14:42
	4960.333333	2022-01-23 20:43:48
	4960.333333	2022-02-23 07:12:54
	4960.333333	2022-03-25 17:42:00
	4960.333333	2022-04-25 04:11:06
	4960.333333	2022-05-25 14:40:12
	4960.333333	2022-06-25 01:09:18
regen10ddr2jxc4d2ry0mn6radwcujnv0fhrzkk5nsdq	25398	36
	706.472230	MAINNET
	705.472222	2021-05-13 05:29:06
	705.472222	2021-06-12 15:58:12
	705.472222	2021-07-13 02:27:18
	705.472222	2021-08-12 12:56:24
	705.472222	2021-09-11 23:25:30
	705.472222	2021-10-12 09:54:36
	705.472222	2021-11-11 20:23:42
	705.472222	2021-12-12 06:52:48
	705.472222	2022-01-11 17:21:54
	705.472222	2022-02-11 03:51:00
	705.472222	2022-03-13 14:20:06
	705.472222	2022-04-13 00:49:12
	705.472222	2022-05-13 11:18:18
	705.472222	2022-06-12 21:47:24
	705.472222	2022-07-13 08:16:30
	705.472222	2022-08-12 18:45:36
	705.472222	2022-09-12 05:14:42
	705.472222	2022-10-12 15:43:48
	705.472222	2022-11-12 02:12:54
	705.472222	2022-12-12 12:42:00
	705.472222	2023-01-11 23:11:06
	705.472222	2023-02-11 09:40:12
	705.472222	2023-03-13 20:09:18
	705.472222	2023-04-13 06:38:24
	705.472222	2023-05-13 17:07:30
	705.472222	2023-06-13 03:36:36
	705.472222	2023-07-13 14:05:42
	705.472222	2023-08-13 00:34:48
	705.472222	2023-09-12 11:03:54
	705.472222	2023-10-12 21:33:00
	705.472222	2023-11-12 08:02:06
	705.472222	2023-12-12 18:31:12
	705.472222	2024-01-12 05:00:18
	705.472222	2024-02-11 15:29:24
	705.472222	2024-03-13 01:58:30
regen10gjchvqd3k6ke4ctm9kwaq49wk00uxh6sr7re9	2354	1
	2354	MAINNET
regen10jsw8uvkajrd299k5k3y9s3kxlfsj0skultx37	76089	46
	2718.500007	MAINNET
	905.833333	2021-04-15 07:27:18
	905.833333	2021-05-15 17:56:24
	905.833333	2021-06-15 04:25:30
	905.833333	2021-07-15 14:54:36
	905.833333	2021-08-15 01:23:42
	905.833333	2021-09-14 11:52:48
	905.833333	2021-10-14 22:21:54
	905.833333	2021-11-14 08:51:00
	905.833333	2021-12-14 19:20:06
	2264.5	2021-12-18 00:00:00
	905.833333	2022-01-14 05:49:12
	2264.5	2022-01-17 10:29:06
	905.833333	2022-02-13 16:18:18
	2264.5	2022-02-16 20:58:12
	905.833333	2022-03-16 02:47:24
	2264.5	2022-03-19 07:27:18
	905.833333	2022-04-15 13:16:30
	2264.5	2022-04-18 17:56:24
	905.833333	2022-05-15 23:45:36
	2264.5	2022-05-19 04:25:30
	905.833333	2022-06-15 10:14:42
	2264.5	2022-06-18 14:54:36
	905.833333	2022-07-15 20:43:48
	2264.5	2022-07-19 01:23:42
	905.833333	2022-08-15 07:12:54
	2264.5	2022-08-18 11:52:48
	905.833333	2022-09-14 17:42:00
	2264.5	2022-09-17 22:21:54
	905.833333	2022-10-15 04:11:06
	2264.5	2022-10-18 08:51:00
	905.833333	2022-11-14 14:40:12
	2264.5	2022-11-17 19:20:06
	905.833333	2022-12-15 01:09:18
	2264.5	2022-12-18 05:49:12
	2264.5	2023-01-17 16:18:18
	2264.5	2023-02-17 02:47:24
	2264.5	2023-03-19 13:16:30
	2264.5	2023-04-18 23:45:36
	2264.5	2023-05-19 10:14:42
	2264.5	2023-06-18 20:43:48
	2264.5	2023-07-19 07:12:54
	2264.5	2023-08-18 17:42:00
	2264.5	2023-09-18 04:11:06
	2264.5	2023-10-18 14:40:12
	2264.5	2023-11-18 01:09:18
regen10jtt05ucywl3kx90xceepcx7ce44nchl4dc7fk	2637	2
	1	MAINNET
	2636	2022-04-13 00:49:12
regen10ly6x72gn9jaq97yt0xr0mxgmzg4zxyg6xyhcv	21500	26
	1	MAINNET
	634.083341	2022-02-19 00:00:00
	634.083333	2022-03-21 10:29:06
	6281	2022-04-13 00:49:12
	634.083333	2022-04-20 20:58:12
	634.083333	2022-05-21 07:27:18
	634.083333	2022-06-20 17:56:24
	634.083333	2022-07-21 04:25:30
	634.083333	2022-08-20 14:54:36
	634.083333	2022-09-20 01:23:42
	634.083333	2022-10-20 11:52:48
	634.083333	2022-11-19 22:21:54
	634.083333	2022-12-20 08:51:00
	634.083333	2023-01-19 19:20:06
	634.083333	2023-02-19 05:49:12
	634.083333	2023-03-21 16:18:18
	634.083333	2023-04-21 02:47:24
	634.083333	2023-05-21 13:16:30
	634.083333	2023-06-20 23:45:36
	634.083333	2023-07-21 10:14:42
	634.083333	2023-08-20 20:43:48
	634.083333	2023-09-20 07:12:54
	634.083333	2023-10-20 17:42:00
	634.083333	2023-11-20 04:11:06
	634.083333	2023-12-20 14:40:12
	634.083333	2024-01-20 01:09:18
regen10rk2v8pxjnldtxuy9ds0s5na9qjcmh5ymplz87	578581	73
	1	MAINNET
	2682.166682	2022-03-06 00:00:00
	825	2022-03-24 00:00:00
	2682.166666	2022-04-05 10:29:06
	20600.333341	2022-04-13 00:49:12
	825	2022-04-23 10:29:06
	2682.166666	2022-05-05 20:58:12
	20600.333333	2022-05-13 11:18:18
	825	2022-05-23 20:58:12
	2682.166666	2022-06-05 07:27:18
	20600.333333	2022-06-12 21:47:24
	825	2022-06-23 07:27:18
	2682.166666	2022-07-05 17:56:24
	20600.333333	2022-07-13 08:16:30
	825	2022-07-23 17:56:24
	2682.166666	2022-08-05 04:25:30
	20600.333333	2022-08-12 18:45:36
	825	2022-08-23 04:25:30
	2682.166666	2022-09-04 14:54:36
	20600.333333	2022-09-12 05:14:42
	825	2022-09-22 14:54:36
	2682.166666	2022-10-05 01:23:42
	20600.333333	2022-10-12 15:43:48
	825	2022-10-23 01:23:42
	2682.166666	2022-11-04 11:52:48
	20600.333333	2022-11-12 02:12:54
	825	2022-11-22 11:52:48
	2682.166666	2022-12-04 22:21:54
	20600.333333	2022-12-12 12:42:00
	825	2022-12-22 22:21:54
	2682.166666	2023-01-04 08:51:00
	20600.333333	2023-01-11 23:11:06
	825	2023-01-22 08:51:00
	2682.166666	2023-02-03 19:20:06
	20600.333333	2023-02-11 09:40:12
	825	2023-02-21 19:20:06
	2682.166666	2023-03-06 05:49:12
	20600.333333	2023-03-13 20:09:18
	825	2023-03-24 05:49:12
	2682.166666	2023-04-05 16:18:18
	20600.333333	2023-04-13 06:38:24
	825	2023-04-23 16:18:18
	2682.166666	2023-05-06 02:47:24
	20600.333333	2023-05-13 17:07:30
	825	2023-05-24 02:47:24
	2682.166666	2023-06-05 13:16:30
	20600.333333	2023-06-13 03:36:36
	825	2023-06-23 13:16:30
	2682.166666	2023-07-05 23:45:36
	20600.333333	2023-07-13 14:05:42
	825	2023-07-23 23:45:36
	2682.166666	2023-08-05 10:14:42
	20600.333333	2023-08-13 00:34:48
	825	2023-08-23 10:14:42
	2682.166666	2023-09-04 20:43:48
	20600.333333	2023-09-12 11:03:54
	825	2023-09-22 20:43:48
